C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_28_237.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_28_237.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_28_237.jpg, 0, 0, 0, 7.779659E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_28_344.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_28_344.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_28_344.jpg, 0, 0, 0, 7.814002E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_28_451.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_28_451.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_28_451.jpg, 0, 0, 0, 7.817197E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_28_559.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_28_559.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_28_559.jpg, 0, 0, 0, 7.831584E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_28_668.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_28_668.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_28_668.jpg, 0, 0, 0, 8.018823E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_28_772.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_28_772.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_28_772.jpg, 0, 0, 0, 7.967015E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_28_879.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_28_879.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_28_879.jpg, 0, 0, 0, 7.823585E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_28_989.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_28_989.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_28_989.jpg, 0, 0, 0, 7.760064E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_29_099.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_29_099.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_29_099.jpg, 0, 0, 0, 7.868219E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_29_200.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_29_200.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_29_200.jpg, 0, 0, 0, 7.823632E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_29_309.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_29_309.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_29_309.jpg, 0, 0, 0, 7.801266E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_29_410.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_29_410.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_29_410.jpg, 0, 0, 0, 7.827707E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_29_512.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_29_512.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_29_512.jpg, 0, 0, 0, 7.868886E-05
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_29_615.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_29_615.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_29_615.jpg, 0, 0.2926188, 0, 0.2048486
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_29_716.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_29_716.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_29_716.jpg, 0, 0.5935989, 0, 0.7689068
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_29_823.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_29_823.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_29_823.jpg, -0.2943591, 0.9075924, 0, 1.712848
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_29_929.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_29_929.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_29_929.jpg, -0.5735205, 1, 0, 3.072057
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_30_033.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_30_033.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_30_033.jpg, -0.2625387, 1, 0, 4.247794
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_30_138.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_30_138.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_30_138.jpg, -0.1367043, 1, 0, 5.409179
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_30_242.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_30_242.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_30_242.jpg, -0.4425705, 1, 0, 6.529421
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_30_344.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_30_344.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_30_344.jpg, -0.1952784, 1, 0, 7.671926
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_30_453.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_30_453.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_30_453.jpg, -0.1323732, 1, 0, 9.016156
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_30_556.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_30_556.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_30_556.jpg, -0.4363863, 1, 0, 10.08611
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_30_659.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_30_659.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_30_659.jpg, -0.1457667, 1, 0, 11.19436
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_30_763.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_30_763.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_30_763.jpg, 0, 1, 0, 12.03832
C:\Users\ankit\Downloads\minorProject\mine\track\IMG\center_2023_12_12_06_12_30_869.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\left_2023_12_12_06_12_30_869.jpg, C:\Users\ankit\Downloads\minorProject\mine\track\IMG\right_2023_12_12_06_12_30_869.jpg, -0.1645482, 1, 0, 13.48641
